Username,Lesson Name,Teacher Name,Text,Point
alihan.ilbay,SOC101,Ali Tuna Kuyucu,alihan.ilbay SOC101 dersini Ali Tuna Kuyucu hocasından kesinlikle öneriyor.,1
birbalik,SOC101,Ali Tuna Kuyucu,"bu dersi almak bakış açımı çok fazla genişletti. tam bir giriş dersi kıvamında, üstüne bir de tuna hocanın sevecen tavırları ve harika anlatımı da eklenince çok keyifli bir ders haline geliyor. okumaları biraz vakit alıyor fakat tamamlayıcı nitelikte olduğunu düşünüyorum. imkanınız varsa mutlaka dersini almanız gereken bir hoca.",1
MillieTurner,SOC101,Ali Tuna Kuyucu,"gerçekten aldığım en zevkli geçen derslerden birisi oldu. ekonomiden gender'a, nationalism'den globalizme kadar oldukça geniş bir perspektifte konular var. tuna hoca, 2020-2021'in 1. döneminde annesinin sağlığından dolayı her ne kadar canlı ders yapamamış olsa da dersler çok keyifliydi. kolay aa'lık bir ders değil, hatta bence aa almak biraz emek istiyor. ancak okumalara bakar ve dersleri iyi dinlerseniz en kötü bb verirsiniz. nota takılmadan konular için alsanız daha verimli bir dönem geçer.",1
tarantuladegil,SOC101,Ali Tuna Kuyucu,"aldığım en zevkli derslerden biri. içerik açısından çok doludur, okumaları da ağırdır ama tuna hocamız muhteşem anlatır. bu dersi alıp yeni bir şey öğrenmeyen insan sayısının çok olduğunu düşünmüyorum. sınavları da kısmen kolaydır, şaşırtmalı soru sormaz. tavsiyem okumaları ciddiye almanız; 1 saatte okurum ya diyip köşeye koymayın, yetişmez.",1
atti,SOC101,Ali Tuna Kuyucu,hoca dersi cidden şevkle anlatıyor. çok enerjik ve istekli. yine de dersleri ve anlattığı konuları çook fazla uzatıyor ve zaman zaman bu sıkıcı olabiliyor.,1
rvn,SOC101,Ali Tuna Kuyucu,Yoklama zorunluluğu olmamasına rağmen dönem sonuna kadar koca amfiyi dolu tutmayı başaran nadir hocalarımızdan bir tanesi,1
thatSmydiary,SOC101,Ali Tuna Kuyucu,"sadece 1 dersini sağlık sebeplerinden dolayı kaçırdım. gerçekten dinlediğinizde ders inanılmaz güzel geçiyor ve hocaya hayran kalıyorsunuz. müthiş bir bilgi birikimi, müthiş bir ders anlatımı ve şaşırılacak bir hakimiyet.",1
Afobe,SOC101,Ali Tuna Kuyucu,Dersleri dinleyince kültür seviyeniz direk up up up olan derslerdendir. Oldukça fazla okuması vardır ama sosyal bilimlere ilgisi olan herkes çok keyif alır. Yoklama zorunluluğu yoktur ama derslerde salon neredeyse dolar. Sınav soruları çoktan seçmeli ve bazıları cidden kafa karıştırıcıdır. Benim 3 şık arasında kaldığım sorular bile olurdu.,1
mizacmeselesi,SOC101,Ali Tuna Kuyucu,"Dersi dinlemesi inanılmaz keyiflidir, dönem sonunda güzel bir perspektif oluşmuş olur sizde. Fakat okumaları yapın arkadaşlar... Midtermde 4-5 ama finalde minimum 10 soru okumalardan geliyor ve okunmadan yapılacak tarzda olmuyorlar. Sınava çalışırken de konuyu iyi kavramaya çalışın. Kolay sınavlar yapmaz kendisi. 2019 güz döneminde curve kataloğa yakın diye finalden sonra katalog yapmaya karar verdi hepimiz patladık",1
CarlitoBrigante,SOC101,Ali Tuna Kuyucu,Tuna Kuyucu harika bir adam. Curve'u çok yüksek çıkmasa daha da çok seveceğiz dersi ama olsun. Herkesin mutlaka bir kere GKM'de SOC101 dinlemesi gerekli.,1
burak,SOC101,Ali Tuna Kuyucu,Okulumuzdaki her öğrencinin Tuna hocadan SOC101 dersini alması gerektiğini söylesem mübalağa yapmış olmam . İnanılmaz ufuk açıcı bir hoca olarak görüyorum kendisini. Derste anlaşılması güç bazı ingilizce cümleleri düzgün bir şekilde açıklayan hatta bazı zamanlarda direkt türkçeye çeviren mükkemmel bir hocamızdır.,1
PR7MF892A,SOC101,Ali Tuna Kuyucu,Çok akıcı ders anlatır ve samimidir. Yoklama almamasına rağmen Ayhan Şahenk hep dolu olurdu. Okumaları çoktur ama ilgi çekicidir. Sınavları çoktan seçmeli ve biraz zor olur ama yapılamayacak gibi değildir. Alınması gereken bir derstir.,1
ybistil,SOC101,Ali Tuna Kuyucu,"Çok iyi, çok keyifli hoca. Devam zorunluluğu olmamasına rağmen severek gidilecek derslerden.",1
ikincikuzeyurdu,SOC101,Ali Tuna Kuyucu,Çok iyi hocadır gerçi 89dan ba verdi ama artık canı sağolsun.,1
eslem,SOC101,Ali Tuna Kuyucu,birinci sınıfım ve bu derse nasıl çalışacağımı hiç bilmiyorum derse not tutamıyorum hoca çok hızlı sohbet ediyormuş gibi ve konuları çok soyut buluyorum bunun ingilizce ile alakası da vardır mutlaka. readingleri yapmaya çabaladım fakat hiçbirini tam ve verimli bir şekilde okuyamadım. nasıl çalışacağımı çalışacak materyal bilmiyorum :((((,0.5
lalala,SOC690,Ali Tuna Kuyucu,lalala SOC690 dersini Ali Tuna Kuyucu hocasından ne iyi ne kötü buluyor.,0.5
armonika,SOC101,Ali Tuna Kuyucu,armonika SOC101 dersini Ali Tuna Kuyucu hocasından ne iyi ne kötü buluyor.,0.5
edinburkdükü,SOC101,Ali Tuna Kuyucu,"Der işleyişi fena değil, ilgi çekici konular işleniyor ama sınavlara geldiğin zaman hoca ne kadar kıl soru varsa onları sormaya çalışıyor hep 2-3 şık arasında kalıyorsunuz.",0.5
kty,SOC101,Ali Tuna Kuyucu,kty SOC101 dersini Ali Tuna Kuyucu hocasından ne iyi ne kötü buluyor.,0.5
youknowwho,SOC101,Ali Tuna Kuyucu,youknowwho SOC101 dersini Ali Tuna Kuyucu hocasından ne iyi ne kötü buluyor.,0.5
blackbird,SOC101,Ali Tuna Kuyucu,çoğu kişi bu dersi ve hocayı çok sevse de ben dersi pek sevemedim. Hoca gerçekten çok iyi bir hoca ancak konuları pek sevmedim bu yüzden çalışmak benim için çok zordu. Sadece slaytlara çalışıp kayıtları dinlemek yüksek not için yeterli değil bence verdiği okumalar da zordu.,0.5
turp,SOC221,Ali Tuna Kuyucu,turp SOC221 dersini Ali Tuna Kuyucu hocasından ne iyi ne kötü buluyor.,0.5
Leyligul,SOC101,Ali Tuna Kuyucu,Öncelikle buralardan yorum okuyarak bu hocanın dersini alıyorsanız ( ki zaten başka section şansınız yok) aşırı beklentiye girmeyin ben biraz overrated buldum hoca her hoca gibi normal yani. Dersleri çok dağınık anlatıyor ve benim gibi konuya ilgisi olmayan biriyseniz bir yerden sonra olay kopuyor. Dersleri uzun anlatıyor özel hayatına çok giriyor bu sayede derse olan ilgimi çokta kaybetmedimsnsnns. Notlandirma konusunsa yüksek değil curve 80 gelmişti bb vermişti. Herkes kopya çektiği için ortalama yüksek geldi açıkçası ve sizde buna göre hareket edin. İstediğiniz kadar parçalayın kendinizi bu ders için bb alırsanız arkadaşımdan bilmiyorum başkasi da hiç çalışmadan aa. Bu yüzden ona göre hareket edin ben CC ile geçtim izin verirlerse tekrar almak isterim ama muhtemelen vermezler. Neyse okumaları da yapmadım açıkçası ve podcast falan koyduysa onları dinleyin kesin soru geliyor. Sınav soru sayıları 45 mid 46 final bunu %50 olarak oranliyor. İlk sınavda yapamadığım için iyi bir not alamadım siz yapın. Hadi bol şans.,0.5
sıkıldım,SOC101,Ali Tuna Kuyucu,"bu dönem aldığım en ufuk açıcı derslerden biriydi. dersi faydalarına bakarak içtenlikle öneriyorum ama fazla abartıldığını da düşünüyorum. bence bu kadar abartılmasının nedeni de okuldaki çoğu hocanın tuna hoca kadar iyi konuşamaması veya enerjik olmaması. ders ve hoca olması gerektiği gibi yani ama diğerleri çok kötü olunca bu ders ekstrem derecede iyiymiş gibi geliyor insanlara.   tuna hoca genel olarak iyi bir izlenim bıraktı bende. dersi anlatırken araya sık sık alakalı alakasız anekdotlar veya bilgiler sıkıştırması hocayı tanımam açısından genel olarak benim hoşuma gitti ama bazen bana ne bundan dediğim de oldu. benim için bunlar dikkat dağıtıcı değildi ama bazı arkadaşların dikkatini dersten koparabiliyor böyle şeyler.  sınavlara gelecek olursam midterm de final de %50 etkiliydi. test ve doğru yanlış sorularından oluşuyordu. midterm ne kadar zorsa final de o kadar kolaydı bence. belki konulardan da kaynaklı olabilir. midterm sonucumu öğrenene kadar dersleri hep düzenli takip ettim, o zor okumaları anlamak için vs. çok çabaladım ama dersi alanların büyük çoğunluğu kopya çektiği için ortalamanın altında kaldım ahshahd. (online sınavda vicdan falan dinlemeyin kopya çekin sonra olan size oluyor) neyse sonuç olarak finalim iyi olmasına rağmen midterm yüzünden baya kötü bir harf notu geldi.  yani iyi ders hoş ders de keşke daha adil bir notlandırma sistemi olsaydı.",0.5
reginaphalange,SOC101,Ali Tuna Kuyucu,"online olarak aldım. tüm derslerin kayıtlarını yükler, takibini kolay yaparsanız. okumalar için gidip kitap bastırmayın, hepsini driveda paylaşır ve önemli olanları özel olarak söyler. koyduğu podcastler dinlenmeli çünkü sınavda soruyor. farklı konularda kapsamlı lecturelar veriyor. ancak dersin en büyük sorunu notlandırması. bu ders test formatını değil, yorum yapılabilecek essayleri hak ediyor. ama dersi alan kişi sayısı 800 kişi olunca bu imkansız. notlandırması düzeltilse on numara ders.",0.5
kola,SOC101,Ali Tuna Kuyucu,"Kötü demiyorum ancak overrated. Neden bu kadar beğenildiğini hiç anlamadım. ""Politically correct"" olması ise üzücü. Bu derste aynı şekilde ""building nation"" konusunda da daha fazla şüpheye yer verilerek anlatılabilir. Dersin ufuk açıcılığıyla ilgili gerçekten SOC101 derim, yani daha fazlası değil. Büyüleyici veya nadir rastlanan bir bilgi, yorum hatırlamıyorum. Bu eleştiriler sanırım tüm sosyoloji derslerine yöneltilebilir.",0.5
ellisande,SOC101,Ali Tuna Kuyucu,GKM'de girdiğim derslerinde ninni gibi gelen sesiyle deliksiz uyuduğum hocamız. sinavlar test olunca daha zor oluyor. bb gelen nadir derslerimden,0.5
user21217,SOC101,Ali Tuna Kuyucu,Hocanın ders işleyişi ve içerik kalitesi ortalamanın açıkça üstünde olsa da o kadar çok övülüyor ki beklentinin altında kalma ihtimali yüksek. Güncel konulara ve sosyal bilimlere ilginiz varsa çok ufuk açıcı olmayabilir.,0.5
bounpecetesi,MATH101,Betül Tanbay,bounpecetesi MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
allah,MATH101,Betül Tanbay,allah MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
muhibbi,MATH101,Betül Tanbay,muhibbi MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
reyhann,MATH101,Betül Tanbay,reyhann MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
FK,MATH101,Betül Tanbay,FK MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
*123,MATH101,Betül Tanbay,*123 MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
KB kapısı,MATH101,Betül Tanbay,KB kapısı MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
Oğuzhan,MATH101,Betül Tanbay,Oğuzhan MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
cynical,MATH101,Betül Tanbay,cynical MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
jilet ahmet,MATH101,Betül Tanbay,jilet ahmet MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
Redbird,MATH101,Betül Tanbay,Redbird MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
Uzielchavo,MATH101,Betül Tanbay,nickimin sebebi,0
anonnnnnnnnnnnn,MATH101,Betül Tanbay,Öğrencilerin iyi not alması kendisinin en büyük kabusudur,0
sapkasizmuasir,MATH101,Betül Tanbay,"Arkadaş yeşilay gönüllüsüydü, dersi aldı şimdilerde marlboro red içiyor.",0
ŞimşekMcqueen,MATH101,Betül Tanbay,Cadı,0
d'alembert,MATH101,Betül Tanbay,d'alembert MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
Sleepingdog,MATH101,Betül Tanbay,Sleepingdog MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
skvf,MATH101,Betül Tanbay,skvf MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
BounTıp,MATH101,Betül Tanbay,"Kötü niyetli olduğunu düşünmüyorum ama kendisinin adaletli notlandırma konusunda kesinlikle büyük sıkıntıları var. Daha okulun ilk gününde 300'e yakın kişiyi Albert Long Hall'e toplayıp Melih Bulu'nun rektör olarak atanmasının nasıl adaletsizlik olduğu ile ilgili bir konuşma yaptı ve ileriki haftalarda da her dersin ilk 10 dakikasını yine ülkedeki haksızlık, hukuksuzluk ve adaletsizlikten yakınarak geçirdi. Bu kadar konuşmadan sonra insanlar hocanın adaletli biri olmasını bekliyor ama kesinlikle hayır. Finallerden sonra sırf harf notları konusunda itirazlar olmasın diye notları son gün sisteme girdi. 95 ortalama ile BB alan mı dersiniz, 84 ve 55'e aynı harf notunun verilmesi mi dersiniz, öyle saçma ve adaletsiz bir notlandırma yapıldı ki aklınız şaşar. Peki hocam sorarım size, daha siz kendi dersinizde adaletli bir notlandırma sistemi oluşturmazken çıkıp da ülkedeki hak, hukuk ve adaletsizlikten yakınma hakkınız var mı ?",0
aphrodizzy,MATH101,Betül Tanbay,aphrodizzy MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
Jotaro,MATH101,Betül Tanbay,Jotaro MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
sonic_pley,MATH690,Betül Tanbay,sonic_pley MATH690 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
kola,MATH101,Betül Tanbay,"Başka yorumları gördüm kinim alevlendi de geldim. Hocanın bu dersi vermeyi bırakması için ne gerekiyor acaba daha? O kadar kötü bir anlatım ve sınavdı ki rekor kırar öğrenci memnuniyetsizliğinde. Dersi online yaparken dersi anlatmak yerine, önceden çektiği videoyu yükleyerek mahvetti tüm dersleri. İnternetiniz biraz kötü olunca hiç bir şeyi göremiyordunuz görüntü kalitesi düştüğü için. Dahiyane !  Ya nasıl hocam yapma işte bunu bir milyon tane öğrenci o zaman da itiraz ediyordu. Ama demokratik yöntemler ve ""ortak akıl"" ile hareket edildi sınav sistemlerinde, eşitlikçi ve adil. 🤡 🤡 🤡",0
geytan tukas,MATH101,Betül Tanbay,"yorum atmıştım az geldi yazdıklarım, 3.'ye yazıyorum yetmiyor her seferinde yazdıklarım. bu kadın bunca yoruma rağmen hala yeterince nefret görmüyor kesinlikle. 101de katliam yaptı. Tembel olduğu için tüm sınavları online yaptı ve matematik online sınavında sadece ön kamera açtırarak denetleme yaptığını zannetti. üstelik soruları da asla partial not alamayacağınız 5 tane klasik soruydu. curve'ler uçtu. tembelliğinden online yaptığı sınavda kopya çekilince kimseye aa vermedi, 85 üstü alan herkesi tekrar sınava soktu, sınava girmeyene cb verdi. yeni sınavda iyi yapamayanları da dd'ledi. kopyanın acısını herkesin bir döneminin içine ederek çıkardı ama aslında bütün sorun kendisinin tembel ve üşengeç olmasıydı. hayatım boyunca unutmayacağım sadece berbat bir öğretmen değil aynı zamanda berbat bir insan. ders anlatımı da rezalet ötesiydi, dersten geçirmemeyi marifet sanar kendisi ama aslında konular zor falan değil siz türev integral anlatmayı bile beceremiyosunuz hocam. ahahahah şimdi hatırladım bir de midtermde 12. sınıf öğrencisinin bile yapmayacağı kadar bariz ve basit bir yanlış vardı yazdıkları soruda. matematik profu olarak öyle bi yanlış soru yazsam utancımdan mesleği bırakırım. yanlış sorunun telafisini de tabii ki öğrencilerin en mağdur olacağı şekilde çözdü kendileri. sınavdaki en uzun soruydu bir de. betül hanım bunu okuyorsanız lütfen bakın lütfen bırakın işinizi. ne öğrencileri seviyorsunuz ne de öğrenciler sizi seviyor, öğrenci sevmeyen bilime de katkısı olmayan insanın üniversitede işi ne?",0
beniburdaboun,MATH101,Betül Tanbay,Yine aklıma geldi yorumumu güncellemek istedim. Kendisi berbat bir öğretmendir değerlendirmesi kendisinden de berbattır. Uzak durun!!!!,0
xxxx.,MATH101,Betül Tanbay,xxxx. MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
fizikçi31,MATH101,Betül Tanbay,eleştirdiği insanlardan hiç bir farkı olmayan bir diktatör. Mat 101 dersi notlandırmasında tamamen aa vermemek ve öğrencileri mağdur etmek için and içmiştir,0
VAYYUNUSEMRE,MATH101,Betül Tanbay,kendisi tam bir öğrenci karşıtıdır.,0
s,MATH101,Betül Tanbay,s MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
gök2,MATH101,Betül Tanbay,gök2 MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
boomboompow,MATH101,Betül Tanbay,boomboompow MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
klasikliberal,MATH101,Betül Tanbay,syllabusa uymayarak rezalet bir notlandırmaya başvurdu zümre. kopya çekenlerle uğraşacağız diye kopya çekmeyen dersini çalışan öğrencileri yaktılar. uzak durulmasını tavsiye ederim,0
K.Kılıçdaroğlu,MATH101,Betül Tanbay,K.Kılıçdaroğlu MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
Tatintu,MATH101,Betül Tanbay,Tatintu MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
MarcusAtlas,MATH101,Betül Tanbay,MarcusAtlas MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
sky2,MATH101,Betül Tanbay,sky2 MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
idcaboutu,MATH101,Betül Tanbay,'benim dersimi takip eden öğrenciler aynı zamanda düzenli olarak ps(asistanların örnek soru çözdüğü sessionlar)lere de katılmalı çünkü derste yeterli örnek ÇÖZEMİYORUM' diye bi cümle kurmuştu. e diğer hocalar nasıl çözebiliyor?,0
zan,MATH101,Betül Tanbay,zan MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
Klopunsoltasagi,MATH101,Betül Tanbay,"""Ya f alırsın ya da soruşturmaya gidersin"" diyerek sinema tarihinin bütün kötü polislerini geride bırakmış, yüksek not verrrrmem triplerini dibine kadar atan hoca.",0
lalemasall,MATH101,Betül Tanbay,lalemasall MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
IlIlIlIlIlIlIl|,MATH101,Betül Tanbay,"60la 85e aynı notu veren, çalışanla daşşak geçen emek hırsızı burs düşmanı bir hoca. o.ç.",0
otiss,MATH101,Betül Tanbay,otiss MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
homesick.alien,MATH101,Betül Tanbay,homesick.alien MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
ss111,MATH101,Betül Tanbay,her kimden alırsanız alın Betül hocanın videoları karşınıza çıkacak boşuna ders kayıtlarını izlemeyin zaten online sınava denk gelirseniz AA alma ihtimaliniz çok düşük. Sonuna kadar Buders (:,0
eren405,MATH101,Betül Tanbay,Derslerini izleyerek vakit kaybetmeyin açın budersten izleyin,0
hüüü,MATH101,Betül Tanbay,hüüü MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
frus,MATH101,Betül Tanbay,derste sadece ispat ve liseden daha temel düzeyde konular işleniyor olsa da sınavlar hiç böyle değil. BUDERS youtube kanalı x2 hızla izleyip geçin derse girmeye bence gerek bile yok. derse girmeden AA alırsınız demek isterdim ama bu dönem kopya çekildiği bahane edilerek (ki online bir sınavda kopya çekilmeme ihtimali olduğunu düşünmüyorum) AA alabilecek insanlara ek sınav koyup saçma sapan 2-3 tane tanım sorup elediler. ders genel problemli bence,0
cberko,MATH101,Betül Tanbay,cberko MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
eritresurubu,MATH101,Betül Tanbay,eritresurubu MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
karagül,MATH101,Betül Tanbay,bu dönem 101i alırken final sonrası kopya çekildiğini öne sürerek ek sözlü sınav yapan ve 60 ile 85 ortlamaya aynı harf notunu veren hoca asla önermiyorum.,0
cherry_maniac,MATH101,Betül Tanbay,"Bu, bu sene mat101 veren herkesin mi tercihi bilmiyorum ama benim zihnimde asla oturmayacak şekilde sadece teorem anlatıp geçiyor hoca, sözde ikinci yarıda soru çözüyor ama onda da videoda dediklerini tekrarlıyor genelde. Yahu bu integraller, seriler, onların dua gibi formülleri herhangi bir örnek vermeden nasıl oturabilir ki birinin zihninde? Ders dışında çalışın diyorsunuz, e ben o dersi dinlerken dersin bana hiçbir faydası olmuyor, başka sitelerden tekrar dinlemem gerekiyor her halükarda. Sabah sabah iki saatimi harcıyorum sadece. Yüz yüze dönemde daha iyidir belki ama online dönem için Betül hocadan almak hiç mantıklı değil",0
yss,MATH101,Betül Tanbay,yss MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
hevesimkalmadi,MATH101,Betül Tanbay,hevesimkalmadi MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
User1234,MATH101,Betül Tanbay,User1234 MATH101 dersini Betül Tanbay hocasından şiddetle önermiyor.,0
dudejustdont,MATH101,Betül Tanbay,Dersinden gecebilirsiniz rahatca ama yuksek notla asla. 1000 kusur kisilik dersten 30 kisiye AA 0 kisiye BA vererek bir rekor kirdigini dusunuyom. Ders anlatisi da bi garip surekli boluyor felsefe yapiyor.,0
jayjayokocha,MATH101,Betül Tanbay,matematiğe olan sevgimi bitiren kadın...,0
dumpkoffhalis,MATH101,Betül Tanbay,"Yorumumu 2020 Sonbahar dönemine göre yaptığımı söyleyeyim. Dersi iki kişi işlemesine rağmen ben öne çıkan kişinin başlığına yazıyorum. (Bir de Olcay Hoca vardı ama o sınavlarla ilgileniyormuş sadece.) Öncelikle dersler bence başarısızdı. Özellikle soru çözümü gibi matematik dersi için çok önemli bir şey Mohan Hoca'nın tabletten çözmeye çalışması yüzünden anlaşılmazdı, çünkü yazısı kolay okunmuyordu. Betül Hoca'nın anlatımı da bana göre özellikle ikinci final için yeterli değildi. Tabii olumsuzluklar benim için bunlarla sınırlı değil: 1. Öğrenciler karşı çıkmadan önce iki hata yaptılar bence. Öğrenciyi elemek için 3 aşamalı sınav yapıp ara not vermeyi düşünmüyorlardı. Ayrıca ikinci finale girecek öğrencileri ilk yüzde 25'ten belirleyeceklerdi fakat bunlardan neyse ki vazgeçtiler. Hâlâ bunları nasıl mantıklı bulduklarına şaşırıyorum. 2. Sınav konusunda ölçüyü ayarlayamadılar. Midterm ve ilk final bayağı kolaydı ki ilk yüzde 25'lik kısma girmeniz için 95'in üzerinde ortalama yapmanız gerekiyordu sanırım. İkinci finalde de tam aksine sorular zordu (normal buna bir şey demiyorum) ama bir tane soruyu hatalı sormasalardı keşke. (integralli piramit sorusu) 3. Harf notları konusunda elleri bol değildi. Diğer yorumlarda da belirtildiği üzere aa ve ba almak evet çok zordu. Çok fazla miktarda öğrenciye cc verip dönemi bitirdiler ama bu kapsam o kadar genişti ki öğrencileri bu kadar sınavdan sonra pek ayırabildiklerini sanmıyorum. Çok vermek zorunda da değiller ki önemli olan dersi öğrenmekse de ben bu dersin öğreticiliğinin bana göre yetersiz olduğunu söyledim zaten. Hem bazen dinleyemedim sıkıldım hem de ders videolarının izlenmeye değer nitelikle olduğunu düşünmüyordum dönem sonu. Kısacası ben bu dönemki MATH101'den memnun kalmadım maalesef. Umuyorum salgın durduktan sonra öğrenciler Mohan, Betül ve Olcay üçlüsünden herhangi birinden kitle dersi aldıklarında memnun kalırlar ve ben de bu dersin online eğitimin kolay olmayan şartlarda yapılması sebebiyle böyle geçtiğini düşünürüm.",0
